 cum_prob         time          distance       velocity
 2.107E-04       994.4228       141.0774       1.027E+01
 1.011E-02       516.9694       105.7187       6.321E+00
 2.002E-02       355.9028       101.1420       5.696E+00
 2.992E-02       268.0728        97.3391       5.185E+00
 3.982E-02       228.6998        94.6398       4.862E+00
 4.973E-02       201.2458        91.6103       4.555E+00
 5.963E-02       185.6002        90.0416       4.368E+00
 6.953E-02       172.1622        88.2900       4.190E+00
 7.944E-02       161.0314        87.2455       4.043E+00
 8.934E-02       152.6808        86.2540       3.933E+00
 9.924E-02       142.5647        84.9949       3.817E+00
 1.091E-01       133.4319        84.0724       3.662E+00
 1.190E-01       127.4889        83.1900       3.575E+00
 1.290E-01       119.2483        82.4046       3.476E+00
 1.389E-01       112.9861        81.6600       3.399E+00
 1.488E-01       108.5999        80.7317       3.343E+00
 1.587E-01       104.4186        80.2679       3.285E+00
 1.686E-01        99.8113        79.5168       3.217E+00
 1.785E-01        96.0607        78.8659       3.125E+00
 1.884E-01        92.2158        78.0716       3.060E+00
 1.983E-01        88.7487        77.5109       3.006E+00
 2.082E-01        85.3150        76.9456       2.936E+00
 2.181E-01        81.9037        76.5211       2.870E+00
 2.280E-01        79.2536        76.0432       2.796E+00
 2.379E-01        76.8016        75.6420       2.754E+00
 2.478E-01        74.1453        75.1808       2.693E+00
 2.577E-01        71.9240        74.7818       2.637E+00
 2.676E-01        69.8382        74.3782       2.590E+00
 2.775E-01        67.7339        74.0167       2.547E+00
 2.874E-01        65.7707        73.4802       2.488E+00
 2.973E-01        64.1772        72.9519       2.446E+00
 3.072E-01        62.5098        72.4550       2.404E+00
 3.171E-01        60.9096        72.0072       2.359E+00
 3.270E-01        59.6407        71.6004       2.317E+00
 3.369E-01        58.1195        71.2078       2.271E+00
 3.468E-01        56.8991        70.8146       2.222E+00
 3.567E-01        55.0989        70.4361       2.187E+00
 3.666E-01        53.7036        70.1015       2.134E+00
 3.765E-01        52.4026        69.7207       2.103E+00
 3.864E-01        51.1502        69.3294       2.058E+00
 3.963E-01        49.6448        68.9653       2.028E+00
 4.062E-01        48.7768        68.6088       1.988E+00
 4.161E-01        47.8068        68.2557       1.956E+00
 4.260E-01        46.6867        67.8603       1.922E+00
 4.359E-01        45.7613        67.5639       1.890E+00
 4.458E-01        44.5360        67.3252       1.844E+00
 4.558E-01        43.7220        67.0262       1.812E+00
 4.657E-01        42.6049        66.7486       1.779E+00
 4.756E-01        41.6337        66.3806       1.734E+00
 4.855E-01        40.7883        66.0644       1.702E+00
 4.954E-01        39.7999        65.7117       1.669E+00
 5.053E-01        38.9440        65.3995       1.633E+00
 5.152E-01        38.2478        65.0815       1.603E+00
 5.251E-01        37.5483        64.6966       1.576E+00
 5.350E-01        36.4999        64.3315       1.546E+00
 5.449E-01        35.8187        63.9312       1.525E+00
 5.548E-01        34.8723        63.6830       1.494E+00
 5.647E-01        34.0714        63.4504       1.468E+00
 5.746E-01        33.2224        63.1508       1.450E+00
 5.845E-01        32.5003        62.9352       1.421E+00
 5.944E-01        31.8366        62.6344       1.391E+00
 6.043E-01        31.0376        62.3336       1.364E+00
 6.142E-01        30.3997        62.1156       1.333E+00
 6.241E-01        29.5998        61.7911       1.305E+00
 6.340E-01        28.9511        61.4888       1.279E+00
 6.439E-01        28.3408        61.2080       1.255E+00
 6.538E-01        27.6206        60.9832       1.235E+00
 6.637E-01        27.0388        60.7033       1.211E+00
 6.736E-01        26.4057        60.5021       1.187E+00
 6.835E-01        25.7258        60.2315       1.164E+00
 6.934E-01        25.1730        59.9423       1.143E+00
 7.033E-01        24.6480        59.6533       1.116E+00
 7.132E-01        24.0664        59.3985       1.092E+00
 7.231E-01        23.4073        59.0161       1.069E+00
 7.330E-01        22.8938        58.8303       1.040E+00
 7.429E-01        22.4140        58.5640       1.013E+00
 7.528E-01        21.8106        58.2366       9.917E-01
 7.627E-01        21.2210        57.9375       9.727E-01
 7.727E-01        20.7930        57.6941       9.477E-01
 7.826E-01        20.1577        57.4261       9.212E-01
 7.925E-01        19.6662        57.1510       8.978E-01
 8.024E-01        19.2195        56.8661       8.717E-01
 8.123E-01        18.7756        56.5335       8.453E-01
 8.222E-01        18.4297        56.2381       8.150E-01
 8.321E-01        18.0686        55.9538       7.810E-01
 8.420E-01        17.6180        55.6626       7.489E-01
 8.519E-01        17.1210        55.3102       7.244E-01
 8.618E-01        16.6638        54.9517       6.935E-01
 8.717E-01        16.2825        54.5570       6.734E-01
 8.816E-01        15.6656        54.1058       6.443E-01
 8.915E-01        15.1806        53.8036       6.149E-01
 9.014E-01        14.6582        53.3640       5.894E-01
 9.113E-01        14.1552        53.0366       5.595E-01
 9.212E-01        13.7267        52.6015       5.275E-01
 9.311E-01        13.2651        52.0853       5.003E-01
 9.410E-01        12.7572        51.6603       4.694E-01
 9.509E-01        12.1703        51.1928       4.316E-01
 9.608E-01        11.5996        50.7215       3.785E-01
 9.707E-01        10.3509        50.0008       3.263E-01
 9.806E-01         9.7396        49.1269       2.378E-01
 9.905E-01         8.7250        47.9445       1.619E-01
