      time        distance     velocity
     29.4298     5.957E+01     5.623E-04
    738.8563     6.615E+01     2.487E-05
     22.3682     5.574E+01     6.922E-04
     15.3639     4.881E+01     8.824E-04
     50.1987     6.593E+01     3.648E-04
     25.0379     5.924E+01     6.573E-04
    719.6326     6.569E+01     2.535E-05
     21.7461     5.028E+01     6.423E-04
     18.5445     4.836E+01     7.243E-04
     19.0154     4.538E+01     6.630E-04
     24.3110     5.678E+01     6.488E-04
    988.0853     6.693E+01     1.882E-05
     18.5424     4.528E+01     6.784E-04
     24.8218     5.892E+01     6.593E-04
     14.3089     4.930E+01     9.571E-04
     18.1959     4.496E+01     6.864E-04
     24.7394     4.757E+01     5.341E-04
    988.0853     6.693E+01     1.882E-05
     18.3332     4.671E+01     7.078E-04
     53.0867     6.479E+01     3.390E-04
     15.5564     4.154E+01     7.417E-04
     41.9150     6.023E+01     3.991E-04
    305.2270     6.044E+01     5.500E-05
     19.9240     5.330E+01     7.431E-04
    988.0853     6.693E+01     1.882E-05
     23.8069     5.661E+01     6.606E-04
     10.6997     4.503E+01     1.169E-03
     20.0829     4.766E+01     6.592E-04
     47.2305     7.396E+01     4.350E-04
     33.2445     6.007E+01     5.019E-04
     24.6484     5.872E+01     6.617E-04
    217.0432     5.916E+01     7.572E-05
     19.0183     5.019E+01     7.330E-04
     15.9440     4.069E+01     7.089E-04
      7.8470     3.925E+01     1.389E-03
     46.4790     5.542E+01     3.312E-04
     15.4919     4.945E+01     8.866E-04
     16.0376     4.211E+01     7.294E-04
     13.7441     4.393E+01     8.878E-04
     36.2445     5.676E+01     4.350E-04
     14.9328     4.586E+01     8.532E-04
      8.1792     4.018E+01     1.365E-03
    181.8612     6.971E+01     1.065E-04
     11.3065     3.955E+01     9.716E-04
     28.3340     4.673E+01     4.581E-04
     11.3397     4.159E+01     1.019E-03
     41.1587     5.306E+01     3.581E-04
     15.6579     4.552E+01     8.076E-04
     30.9567     5.882E+01     5.278E-04
     47.8844     5.980E+01     3.469E-04
     60.4943     6.373E+01     2.926E-04
     49.1371     5.606E+01     3.169E-04
     23.6980     5.767E+01     6.760E-04
     26.6379     4.215E+01     4.395E-04
     46.2929     5.531E+01     3.319E-04
      7.8538     3.812E+01     1.348E-03
     10.7954     4.094E+01     1.053E-03
     41.9823     5.283E+01     3.495E-04
     48.8496     6.211E+01     3.532E-04
     16.5940     4.656E+01     7.794E-04
     16.1477     4.789E+01     8.239E-04
     35.2369     6.233E+01     4.913E-04
     12.4090     4.103E+01     9.184E-04
     54.6207     5.421E+01     2.757E-04
     17.3182     4.642E+01     7.446E-04
     14.6823     4.146E+01     7.843E-04
     44.0794     5.347E+01     3.370E-04
     40.8883     4.818E+01     3.273E-04
     17.6334     4.891E+01     7.704E-04
     36.7414     5.171E+01     3.909E-04
     10.4536     4.190E+01     1.113E-03
     35.8615     6.521E+01     5.051E-04
     25.2270     4.667E+01     5.139E-04
      8.8013     4.302E+01     1.358E-03
     40.8883     4.818E+01     3.273E-04
     41.8225     4.833E+01     3.210E-04
     25.4394     5.003E+01     5.463E-04
      8.7214     4.043E+01     1.288E-03
     18.7536     4.301E+01     6.371E-04
     98.0160     8.388E+01     2.377E-04
     21.7939     5.624E+01     7.169E-04
     36.8191     6.854E+01     5.171E-04
     12.9115     4.355E+01     9.370E-04
     44.1724     4.207E+01     2.646E-04
     14.5057     4.733E+01     9.064E-04
     18.2557     5.033E+01     7.658E-04
     23.0418     5.589E+01     6.738E-04
     64.2699     6.152E+01     2.659E-04
     14.4730     4.211E+01     8.082E-04
     13.1561     4.155E+01     8.772E-04
     37.7401     6.580E+01     4.843E-04
     17.0236     4.409E+01     7.195E-04
     50.7926     6.448E+01     3.526E-04
     93.7596     5.882E+01     1.743E-04
     10.3779     4.209E+01     1.127E-03
    305.8350     5.937E+01     5.393E-05
     11.7336     4.855E+01     1.149E-03
     43.7108     4.463E+01     2.837E-04
     14.3427     4.601E+01     8.912E-04
     13.2663     4.413E+01     9.239E-04
     39.8087     6.442E+01     4.495E-04
     16.1799     5.210E+01     8.944E-04
     11.7374     4.491E+01     1.063E-03
     13.6863     4.670E+01     9.478E-04
     12.1712     4.762E+01     1.087E-03
     16.1282     4.699E+01     8.093E-04
     13.4393     4.301E+01     8.890E-04
     67.1678     5.128E+01     2.121E-04
     24.0173     5.825E+01     6.737E-04
