      time        distance     velocity
      5.5776     3.131E+01     1.559E-03
      2.4373     2.410E+01     2.747E-03
      8.4700     2.974E+01     9.753E-04
      4.6448     2.711E+01     1.621E-03
     29.1038     4.204E+01     4.013E-04
      4.9455     3.058E+01     1.717E-03
     21.6531     3.818E+01     4.898E-04
     22.0631     3.857E+01     4.857E-04
      3.1629     2.612E+01     2.294E-03
     31.6736     4.334E+01     3.801E-04
     27.2917     4.183E+01     4.257E-04
      5.2126     3.207E+01     1.709E-03
      6.9058     3.293E+01     1.325E-03
    207.7183     6.011E+01     8.039E-05
    332.9369     6.389E+01     5.331E-05
     12.8278     3.587E+01     7.768E-04
      2.1694     2.421E+01     3.100E-03
      1.6542     2.297E+01     3.858E-03
      5.0963     2.935E+01     1.600E-03
      6.2417     2.925E+01     1.302E-03
      9.1010     2.970E+01     9.066E-04
      5.1497     3.126E+01     1.686E-03
     24.4400     4.004E+01     4.551E-04
      2.5031     2.614E+01     2.901E-03
     26.8560     4.084E+01     4.225E-04
      5.3162     2.637E+01     1.378E-03
     10.3114     3.548E+01     9.557E-04
      2.4285     2.360E+01     2.700E-03
      1.5271     2.315E+01     4.211E-03
      3.1894     2.370E+01     2.064E-03
     11.0252     3.071E+01     7.736E-04
      4.7101     2.916E+01     1.719E-03
     12.4295     3.898E+01     8.712E-04
     12.8924     3.120E+01     6.722E-04
      1.7647     2.261E+01     3.559E-03
     13.3305     4.099E+01     8.541E-04
      7.0610     3.223E+01     1.268E-03
     31.0458     3.862E+01     3.455E-04
     12.9213     3.574E+01     7.683E-04
     17.1981     4.212E+01     6.804E-04
      9.7532     3.648E+01     1.039E-03
     38.5970     5.324E+01     3.832E-04
     11.0611     3.526E+01     8.854E-04
     24.2375     4.563E+01     5.230E-04
     17.6736     4.049E+01     6.364E-04
      2.4348     2.381E+01     2.716E-03
      2.7832     3.101E+01     3.095E-03
      2.7889     2.432E+01     2.422E-03
      3.0324     2.517E+01     2.306E-03
     19.7360     4.718E+01     6.641E-04
      7.0031     3.577E+01     1.419E-03
      9.0718     3.409E+01     1.044E-03
     13.7475     3.320E+01     6.709E-04
      6.5265     3.225E+01     1.373E-03
      6.7889     3.189E+01     1.305E-03
      4.5296     3.230E+01     1.981E-03
      2.8968     3.049E+01     2.924E-03
      3.1980     2.420E+01     2.102E-03
      5.0008     2.654E+01     1.474E-03
      2.5293     2.483E+01     2.727E-03
     13.0256     3.671E+01     7.828E-04
      9.6240     3.009E+01     8.685E-04
      1.7365     2.282E+01     3.651E-03
      7.5674     3.367E+01     1.236E-03
      1.4035     2.203E+01     4.361E-03
      1.8861     2.337E+01     3.442E-03
      3.2062     2.478E+01     2.147E-03
     19.6899     4.640E+01     6.547E-04
      7.0866     3.302E+01     1.294E-03
     11.6342     3.557E+01     8.492E-04
      1.4895     2.181E+01     4.067E-03
      2.9823     2.607E+01     2.428E-03
      6.9055     3.214E+01     1.293E-03
      5.2130     3.172E+01     1.690E-03
      1.4137     2.136E+01     4.196E-03
     15.1085     3.410E+01     6.269E-04
      6.5912     3.180E+01     1.340E-03
      1.4399     2.178E+01     4.202E-03
      1.5135     2.201E+01     4.039E-03
      2.5736     2.445E+01     2.639E-03
     11.8363     3.216E+01     7.548E-04
     15.0161     4.842E+01     8.957E-04
      8.3665     2.992E+01     9.934E-04
      7.2845     3.302E+01     1.259E-03
     19.2765     3.531E+01     5.088E-04
     27.0587     5.866E+01     6.022E-04
      3.3819     2.540E+01     2.086E-03
      1.2545     2.315E+01     5.125E-03
      5.6547     2.935E+01     1.442E-03
      7.3573     3.282E+01     1.239E-03
      5.3899     2.669E+01     1.376E-03
      9.6385     2.988E+01     8.613E-04
      2.4725     2.422E+01     2.721E-03
     12.6360     3.478E+01     7.646E-04
      2.6482     2.516E+01     2.639E-03
     22.5843     3.587E+01     4.412E-04
      8.4027     3.466E+01     1.146E-03
      6.9584     2.651E+01     1.058E-03
     21.9487     4.068E+01     5.149E-04
     13.9195     3.659E+01     7.302E-04
     84.8324     3.018E+01     9.881E-05
      1.8303     2.706E+01     4.107E-03
      5.8165     2.545E+01     1.215E-03
     22.1414     3.476E+01     4.361E-04
      7.2456     3.259E+01     1.250E-03
      7.8258     2.928E+01     1.039E-03
      6.8791     3.274E+01     1.322E-03
      7.6436     3.359E+01     1.221E-03
      3.1570     2.423E+01     2.132E-03
      2.1235     2.592E+01     3.391E-03
      7.5043     3.342E+01     1.237E-03
     21.0063     3.855E+01     5.098E-04
     11.8715     3.740E+01     8.750E-04
     16.3890     4.955E+01     8.398E-04
      7.1819     2.992E+01     1.157E-03
     12.4900     3.620E+01     8.052E-04
      8.4700     2.974E+01     9.753E-04
     12.1401     3.560E+01     8.146E-04
      6.8791     3.274E+01     1.322E-03
      1.8319     2.422E+01     3.673E-03
     34.4765     5.879E+01     4.737E-04
      2.4984     2.406E+01     2.675E-03
      1.4137     2.136E+01     4.196E-03
      7.8339     2.889E+01     1.024E-03
      5.5654     3.067E+01     1.531E-03
      5.8382     3.026E+01     1.440E-03
      5.2794     2.859E+01     1.504E-03
      4.7028     2.800E+01     1.654E-03
     15.8024     3.684E+01     6.477E-04
      6.4051     2.769E+01     1.201E-03
      6.9030     3.416E+01     1.374E-03
     18.8725     4.281E+01     6.301E-04
     32.5231     3.916E+01     3.344E-04
     21.1379     5.394E+01     7.089E-04
     15.5519     3.952E+01     7.059E-04
     10.6742     3.165E+01     8.238E-04
     10.9307     3.114E+01     7.914E-04
      6.8482     3.381E+01     1.371E-03
      6.3730     2.835E+01     1.236E-03
     22.2740     3.082E+01     3.843E-04
     12.4248     3.657E+01     8.176E-04
     15.8993     2.917E+01     5.096E-04
      2.5937     2.592E+01     2.776E-03
      4.6758     3.092E+01     1.837E-03
      2.9823     2.607E+01     2.428E-03
      5.5999     2.739E+01     1.359E-03
    274.8830     3.174E+01     3.207E-05
      1.1726     2.230E+01     5.283E-03
      2.5313     2.530E+01     2.776E-03
      5.3152     3.199E+01     1.672E-03
      6.5265     3.225E+01     1.373E-03
      5.7104     2.738E+01     1.332E-03
     25.3943     5.578E+01     6.102E-04
      9.2848     2.998E+01     8.970E-04
      2.2699     2.981E+01     3.648E-03
      1.9211     2.487E+01     3.596E-03
      5.9571     3.155E+01     1.471E-03
      1.3679     2.411E+01     4.895E-03
     15.0672     3.520E+01     6.489E-04
     15.5883     3.554E+01     6.333E-04
      4.7667     3.208E+01     1.869E-03
     12.2773     3.604E+01     8.154E-04
    212.7793     3.119E+01     4.072E-05
      5.8953     3.161E+01     1.489E-03
     29.3538     3.584E+01     3.392E-04
      8.2950     3.009E+01     1.008E-03
      2.7905     3.052E+01     3.038E-03
     10.2445     3.593E+01     9.742E-04
      4.7253     3.081E+01     1.811E-03
      1.1921     2.262E+01     5.272E-03
      6.0420     3.138E+01     1.443E-03
      4.9030     3.291E+01     1.864E-03
      5.6879     2.981E+01     1.456E-03
      3.5239     3.217E+01     2.536E-03
     17.2313     4.085E+01     6.585E-04
      6.1953     3.079E+01     1.380E-03
     20.9680     3.751E+01     4.969E-04
      7.6894     3.131E+01     1.131E-03
      8.2294     3.494E+01     1.179E-03
      6.7685     2.656E+01     1.090E-03
      9.3967     3.053E+01     9.024E-04
      4.9220     3.247E+01     1.833E-03
      5.6427     2.781E+01     1.369E-03
      1.3647     2.199E+01     4.477E-03
      6.3379     3.121E+01     1.368E-03
     11.3090     4.127E+01     1.014E-03
      4.7812     2.673E+01     1.553E-03
     31.3729     4.987E+01     4.415E-04
     10.0130     3.117E+01     8.646E-04
      3.7924     2.643E+01     1.936E-03
      1.3485     2.190E+01     4.512E-03
     11.2583     3.547E+01     8.751E-04
     38.0551     5.315E+01     3.880E-04
      1.2906     2.345E+01     5.048E-03
      2.0388     2.545E+01     3.468E-03
     22.5134     3.464E+01     4.275E-04
      3.3234     2.428E+01     2.029E-03
      2.7316     2.372E+01     2.412E-03
      5.4357     2.470E+01     1.262E-03
     12.3317     3.183E+01     7.169E-04
      7.6685     3.169E+01     1.148E-03
      9.8243     3.642E+01     1.030E-03
     16.2545     3.251E+01     5.556E-04
      1.3240     2.096E+01     4.397E-03
     20.2864     3.556E+01     4.870E-04
     13.8860     4.644E+01     9.291E-04
    330.4196     3.230E+01     2.715E-05
     11.7608     4.133E+01     9.763E-04
      6.4433     3.138E+01     1.353E-03
     20.9122     3.587E+01     4.764E-04
     10.3224     3.551E+01     9.556E-04
      8.8743     3.901E+01     1.221E-03
     18.5446     3.668E+01     5.494E-04
      8.5714     2.923E+01     9.474E-04
      7.1986     2.940E+01     1.135E-03
     20.9490     5.355E+01     7.100E-04
     10.6964     3.711E+01     9.637E-04
     13.9195     3.659E+01     7.302E-04
     13.5406     3.642E+01     7.471E-04
      6.1665     3.255E+01     1.466E-03
      9.9695     3.460E+01     9.640E-04
    212.7793     3.119E+01     4.072E-05
      5.6898     3.004E+01     1.467E-03
      9.0463     3.506E+01     1.077E-03
      1.8165     2.329E+01     3.561E-03
     16.4935     3.536E+01     5.956E-04
      1.4088     2.141E+01     4.221E-03
      4.4367     3.040E+01     1.904E-03
      3.2576     2.684E+01     2.289E-03
      5.8530     3.044E+01     1.445E-03
     26.9257     4.904E+01     5.059E-04
      3.2981     2.722E+01     2.292E-03
     13.4507     3.747E+01     7.738E-04
     21.0063     3.855E+01     5.098E-04
      8.9475     3.568E+01     1.108E-03
     21.9339     4.025E+01     5.097E-04
     13.2656     3.659E+01     7.661E-04
     12.7020     3.666E+01     8.017E-04
      3.2517     2.558E+01     2.185E-03
      6.7191     3.166E+01     1.309E-03
      7.2456     3.259E+01     1.250E-03
    131.5165     3.061E+01     6.465E-05
      5.1563     2.665E+01     1.436E-03
      1.5940     2.304E+01     4.016E-03
     16.6814     4.467E+01     7.438E-04
      3.2740     2.214E+01     1.878E-03
      5.8803     2.930E+01     1.384E-03
     14.6656     3.792E+01     7.183E-04
      6.2729     3.100E+01     1.373E-03
      4.4669     2.616E+01     1.627E-03
     29.1038     4.204E+01     4.013E-04
     10.3414     3.599E+01     9.668E-04
     26.9016     4.431E+01     4.575E-04
     50.2559     2.801E+01     1.548E-04
     24.5894     4.347E+01     4.911E-04
      6.7841     3.154E+01     1.292E-03
      4.0039     2.764E+01     1.918E-03
    445.0293     6.565E+01     4.098E-05
      7.3608     3.021E+01     1.140E-03
     50.2714     2.806E+01     1.550E-04
      8.3857     3.387E+01     1.122E-03
      4.2022     2.931E+01     1.937E-03
      3.0234     2.787E+01     2.561E-03
      2.5716     2.480E+01     2.678E-03
      3.3774     2.851E+01     2.344E-03
      6.2296     3.113E+01     1.388E-03
     90.4108     2.870E+01     8.816E-05
      4.5905     2.195E+01     1.328E-03
    105.6178     2.681E+01     7.052E-05
      3.8271     2.737E+01     1.987E-03
      1.7500     2.409E+01     3.824E-03
     14.0829     3.501E+01     6.906E-04
      3.3693     2.730E+01     2.251E-03
      1.8685     2.450E+01     3.643E-03
      6.0203     3.313E+01     1.528E-03
      7.3453     3.540E+01     1.339E-03
      4.8022     3.157E+01     1.826E-03
     11.2482     3.390E+01     8.371E-04
     26.2597     4.102E+01     4.339E-04
     26.5667     4.119E+01     4.307E-04
    118.4077     5.447E+01     1.278E-04
      4.9243     3.189E+01     1.799E-03
     23.9895     3.980E+01     4.608E-04
      2.4047     2.415E+01     2.789E-03
      2.6189     2.508E+01     2.660E-03
      5.8554     3.026E+01     1.435E-03
      2.8926     2.662E+01     2.556E-03
      2.4257     2.396E+01     2.744E-03
      6.3906     3.209E+01     1.395E-03
      2.5536     2.671E+01     2.906E-03
      1.9258     2.367E+01     3.415E-03
     21.4553     4.100E+01     5.308E-04
      2.2699     2.407E+01     2.946E-03
