 cum_prob         time          distance       velocity
 6.666E-05       999.6422       145.8417       1.314E+01
 1.007E-02       613.2540       103.5313       7.875E+00
 2.007E-02       394.2183        95.4223       6.920E+00
 3.006E-02       296.1107        91.0580       6.282E+00
 4.006E-02       236.3408        88.0829       5.867E+00
 5.006E-02       195.3569        86.0895       5.547E+00
 6.006E-02       173.9207        83.9713       5.301E+00
 7.006E-02       153.3448        82.5094       5.114E+00
 8.006E-02       136.7614        80.9262       4.926E+00
 9.006E-02       123.1177        79.7142       4.768E+00
 1.001E-01       114.2030        78.6000       4.632E+00
 1.101E-01       105.9500        77.5030       4.512E+00
 1.201E-01        99.4258        76.6800       4.396E+00
 1.301E-01        92.3187        75.7799       4.282E+00
 1.401E-01        87.1100        74.8728       4.181E+00
 1.501E-01        82.3121        74.0624       4.081E+00
 1.601E-01        78.3156        73.1746       3.981E+00
 1.701E-01        74.2169        72.4151       3.889E+00
 1.801E-01        70.4725        71.7643       3.807E+00
 1.901E-01        66.9033        71.1777       3.718E+00
 2.001E-01        64.1665        70.6228       3.642E+00
 2.101E-01        61.6402        70.1240       3.569E+00
 2.201E-01        59.6115        69.6977       3.488E+00
 2.301E-01        57.6420        69.1448       3.421E+00
 2.401E-01        55.5580        68.6161       3.359E+00
 2.501E-01        53.6336        68.1096       3.295E+00
 2.600E-01        52.2162        67.5644       3.226E+00
 2.700E-01        50.5366        67.1028       3.165E+00
 2.800E-01        49.2132        66.6259       3.099E+00
 2.900E-01        47.7411        66.1237       3.034E+00
 3.000E-01        46.3125        65.7488       2.981E+00
 3.100E-01        45.0269        65.2733       2.922E+00
 3.200E-01        43.7006        64.8259       2.870E+00
 3.300E-01        42.5833        64.4076       2.818E+00
 3.400E-01        41.5522        64.0271       2.762E+00
 3.500E-01        40.4326        63.5994       2.707E+00
 3.600E-01        39.4677        63.2157       2.657E+00
 3.700E-01        38.4327        62.8301       2.609E+00
 3.800E-01        37.4379        62.4722       2.562E+00
 3.900E-01        36.3924        62.1695       2.516E+00
 4.000E-01        35.5278        61.7857       2.472E+00
 4.100E-01        34.6663        61.3849       2.427E+00
 4.200E-01        33.8988        61.0237       2.393E+00
 4.300E-01        33.3157        60.6152       2.336E+00
 4.400E-01        32.7036        60.2598       2.292E+00
 4.500E-01        32.0542        59.8789       2.246E+00
 4.600E-01        31.4821        59.5834       2.204E+00
 4.700E-01        30.8236        59.2887       2.160E+00
 4.800E-01        30.2052        58.9969       2.120E+00
 4.900E-01        29.6190        58.6414       2.082E+00
 5.000E-01        29.0041        58.2790       2.039E+00
 5.100E-01        28.3826        57.9174       2.002E+00
 5.200E-01        27.7553        57.5848       1.964E+00
 5.300E-01        27.1977        57.2436       1.931E+00
 5.400E-01        26.4631        56.9523       1.899E+00
 5.500E-01        25.8373        56.6355       1.868E+00
 5.600E-01        25.2162        56.2878       1.839E+00
 5.700E-01        24.5593        56.0411       1.808E+00
 5.800E-01        23.9256        55.7484       1.779E+00
 5.900E-01        23.2944        55.4954       1.753E+00
 6.000E-01        22.7224        55.2285       1.721E+00
 6.100E-01        22.2774        54.9492       1.690E+00
 6.200E-01        21.7903        54.6521       1.653E+00
 6.300E-01        21.2973        54.3778       1.624E+00
 6.400E-01        20.7699        54.1176       1.589E+00
 6.500E-01        20.3436        53.8210       1.555E+00
 6.600E-01        19.8511        53.5690       1.525E+00
 6.700E-01        19.4459        53.3277       1.494E+00
 6.800E-01        18.9353        53.0675       1.461E+00
 6.900E-01        18.4981        52.7830       1.433E+00
 7.000E-01        18.1059        52.5372       1.406E+00
 7.100E-01        17.6468        52.3210       1.378E+00
 7.200E-01        17.2208        52.0533       1.347E+00
 7.300E-01        16.7773        51.7679       1.318E+00
 7.400E-01        16.3544        51.4959       1.281E+00
 7.500E-01        15.9370        51.2159       1.253E+00
 7.600E-01        15.4929        50.9815       1.218E+00
 7.700E-01        15.1135        50.7272       1.184E+00
 7.800E-01        14.7103        50.4614       1.150E+00
 7.900E-01        14.3672        50.2140       1.115E+00
 8.000E-01        14.0384        49.9137       1.075E+00
 8.100E-01        13.6557        49.6471       1.044E+00
 8.200E-01        13.3052        49.3766       1.003E+00
 8.300E-01        12.9557        49.0829       9.551E-01
 8.400E-01        12.5433        48.7783       9.170E-01
 8.500E-01        12.1959        48.4371       8.760E-01
 8.600E-01        11.8169        48.1035       8.271E-01
 8.700E-01        11.4161        47.8086       7.879E-01
 8.800E-01        11.0686        47.4509       7.508E-01
 8.900E-01        10.7087        47.0707       7.054E-01
 9.000E-01        10.3718        46.7209       6.632E-01
 9.100E-01        10.0196        46.3715       6.198E-01
 9.200E-01         9.6884        46.0153       5.672E-01
 9.300E-01         9.3662        45.6257       5.108E-01
 9.400E-01         9.0160        45.2602       4.642E-01
 9.500E-01         8.6252        44.7924       4.100E-01
 9.600E-01         8.2018        44.3424       3.417E-01
 9.700E-01         7.6418        43.7500       2.699E-01
 9.800E-01         7.0845        42.9848       1.920E-01
 9.900E-01         6.0788        42.0639       1.401E-01
 1.000E+00         3.6863        39.4389       5.013E-02
