      time        distance     velocity
      8.5131     3.919E+01     1.279E-03
      5.9010     3.287E+01     1.547E-03
     10.4082     3.704E+01     9.886E-04
     10.8756     3.673E+01     9.382E-04
    469.8396     3.805E+01     2.249E-05
      7.0509     3.686E+01     1.452E-03
      9.5821     4.481E+01     1.299E-03
      5.3301     3.491E+01     1.819E-03
      9.5715     3.789E+01     1.100E-03
      9.8840     3.953E+01     1.111E-03
     11.2621     4.014E+01     9.902E-04
     10.8753     3.670E+01     9.374E-04
     25.7278     4.470E+01     4.826E-04
     12.3430     4.316E+01     9.713E-04
      8.3268     3.191E+01     1.064E-03
     13.5558     4.229E+01     8.666E-04
      8.3191     3.630E+01     1.212E-03
     10.2027     3.790E+01     1.032E-03
     16.7749     4.987E+01     8.258E-04
     29.0388     5.082E+01     4.861E-04
      3.3772     2.896E+01     2.382E-03
     22.6825     5.029E+01     6.159E-04
     20.9647     4.898E+01     6.490E-04
      6.4782     3.754E+01     1.609E-03
      7.1053     3.838E+01     1.500E-03
      9.2651     3.555E+01     1.066E-03
      4.1250     3.387E+01     2.281E-03
     24.8531     4.844E+01     5.414E-04
      7.5374     3.807E+01     1.403E-03
     12.1293     4.434E+01     1.015E-03
     34.7939     5.373E+01     4.289E-04
      7.7453     3.907E+01     1.401E-03
     61.7629     5.675E+01     2.553E-04
     10.9870     3.803E+01     9.614E-04
      7.5216     3.272E+01     1.208E-03
      7.4417     3.981E+01     1.486E-03
    354.7161     5.709E+01     4.471E-05
      9.3311     3.236E+01     9.633E-04
     33.3760     5.342E+01     4.446E-04
      8.7423     3.850E+01     1.223E-03
     10.6810     3.430E+01     8.920E-04
      4.7180     3.154E+01     1.857E-03
      6.2814     3.180E+01     1.406E-03
     22.1560     4.802E+01     6.021E-04
      4.7415     3.015E+01     1.766E-03
     20.3544     4.622E+01     6.307E-04
     34.3236     4.550E+01     3.683E-04
      8.8513     3.563E+01     1.118E-03
     50.0922     5.017E+01     2.782E-04
      8.9032     3.566E+01     1.112E-03
     23.0906     4.930E+01     5.931E-04
      5.5948     3.369E+01     1.673E-03
     35.4027     5.047E+01     3.960E-04
     15.2078     4.079E+01     7.451E-04
     17.3147     3.637E+01     5.835E-04
    114.1373     4.855E+01     1.182E-04
     21.2959     4.928E+01     6.427E-04
     19.8515     4.107E+01     5.746E-04
      9.5761     3.832E+01     1.112E-03
    339.2810     4.708E+01     3.855E-05
     15.3997     4.657E+01     8.399E-04
    310.6225     4.783E+01     4.278E-05
      2.6943     2.813E+01     2.900E-03
     16.7059     4.454E+01     7.406E-04
      5.9215     3.130E+01     1.468E-03
     22.8787     4.762E+01     5.781E-04
     22.0773     3.607E+01     4.539E-04
     11.8022     4.127E+01     9.713E-04
     11.0225     3.764E+01     9.484E-04
      4.9963     3.402E+01     1.891E-03
     26.7174     4.999E+01     5.198E-04
     11.2245     3.496E+01     8.652E-04
     10.7730     3.789E+01     9.769E-04
      2.3677     2.755E+01     3.232E-03
      8.9937     3.259E+01     1.007E-03
      7.3894     3.176E+01     1.194E-03
     22.0860     4.892E+01     6.152E-04
      4.5739     3.289E+01     1.997E-03
     10.1425     3.210E+01     8.790E-04
     16.5355     4.160E+01     6.989E-04
     15.9596     4.740E+01     8.250E-04
      8.4438     3.879E+01     1.276E-03
     21.2095     4.318E+01     5.655E-04
     11.6208     4.248E+01     1.015E-03
     12.9123     4.011E+01     8.628E-04
     19.3691     3.615E+01     5.185E-04
     11.6230     3.130E+01     7.479E-04
      6.1040     2.857E+01     1.300E-03
      5.2975     3.153E+01     1.653E-03
      6.6597     3.299E+01     1.376E-03
    458.7976     5.026E+01     3.043E-05
      6.0721     3.156E+01     1.444E-03
     12.0798     4.233E+01     9.734E-04
    170.7450     4.489E+01     7.304E-05
     14.5817     3.733E+01     7.111E-04
      5.2641     3.053E+01     1.611E-03
     13.8755     3.986E+01     7.980E-04
      5.7882     3.112E+01     1.493E-03
     23.9694     4.355E+01     5.047E-04
    294.0074     4.568E+01     4.315E-05
     13.4539     4.014E+01     8.287E-04
     46.6903     5.499E+01     3.272E-04
     89.2568     5.781E+01     1.799E-04
     13.5648     3.609E+01     7.390E-04
      1.9673     2.719E+01     3.839E-03
     23.2259     4.817E+01     5.761E-04
     14.0053     3.211E+01     6.369E-04
      9.5517     3.703E+01     1.077E-03
     14.1338     3.374E+01     6.632E-04
     13.9100     3.684E+01     7.357E-04
     20.6723     4.270E+01     5.737E-04
      2.9711     2.825E+01     2.642E-03
      5.2451     3.331E+01     1.764E-03
      5.5590     3.078E+01     1.538E-03
     23.2582     4.814E+01     5.749E-04
      6.5958     3.218E+01     1.355E-03
     11.7186     3.384E+01     8.021E-04
     28.2520     5.056E+01     4.971E-04
     12.5197     3.661E+01     8.123E-04
     24.9884     4.421E+01     4.914E-04
     12.7676     4.110E+01     8.941E-04
     10.5197     3.200E+01     8.449E-04
     12.5089     4.344E+01     9.647E-04
      9.0090     3.279E+01     1.011E-03
      8.7423     3.850E+01     1.223E-03
      7.0702     2.951E+01     1.159E-03
    729.7804     5.352E+01     2.037E-05
     12.1296     4.042E+01     9.256E-04
     22.5108     4.781E+01     5.899E-04
      8.0786     3.122E+01     1.073E-03
     12.9284     4.187E+01     8.995E-04
     20.8005     4.287E+01     5.725E-04
      7.9106     3.867E+01     1.358E-03
      2.0242     2.790E+01     3.828E-03
     24.4128     4.857E+01     5.526E-04
      7.9512     3.386E+01     1.183E-03
     12.4675     4.032E+01     8.983E-04
      2.7924     2.850E+01     2.836E-03
      5.2820     3.195E+01     1.680E-03
      3.6875     3.112E+01     2.344E-03
      3.1128     2.824E+01     2.520E-03
    310.6225     4.783E+01     4.278E-05
     20.5962     4.198E+01     5.661E-04
      2.9999     2.768E+01     2.563E-03
    354.7161     5.709E+01     4.471E-05
      4.4453     2.599E+01     1.624E-03
      6.9288     3.180E+01     1.275E-03
      2.0318     2.862E+01     3.913E-03
     50.7051     5.481E+01     3.003E-04
     14.6601     4.475E+01     8.478E-04
      8.4467     4.094E+01     1.346E-03
      9.1913     3.825E+01     1.156E-03
     12.5508     3.661E+01     8.102E-04
     30.9201     5.043E+01     4.530E-04
     19.5240     4.569E+01     6.501E-04
    413.1475     4.666E+01     3.137E-05
      7.6636     3.724E+01     1.350E-03
     11.4228     3.964E+01     9.639E-04
     25.0157     4.216E+01     4.681E-04
      5.7931     3.252E+01     1.559E-03
     10.6542     3.919E+01     1.022E-03
     55.2190     4.757E+01     2.393E-04
     12.5796     4.042E+01     8.925E-04
      9.1683     3.603E+01     1.091E-03
      3.9835     3.409E+01     2.377E-03
     16.7993     3.880E+01     6.415E-04
      6.1982     3.065E+01     1.373E-03
      7.1905     3.078E+01     1.189E-03
      2.0683     2.832E+01     3.803E-03
      9.4540     4.037E+01     1.186E-03
     10.5518     3.174E+01     8.355E-04
     18.2038     5.361E+01     8.180E-04
     50.4433     5.450E+01     3.001E-04
      7.5976     3.340E+01     1.221E-03
      6.3793     3.111E+01     1.355E-03
     11.0954     3.193E+01     7.993E-04
     10.6735     4.133E+01     1.076E-03
     10.3173     4.061E+01     1.093E-03
     12.2762     3.589E+01     8.121E-04
     12.7142     3.223E+01     7.041E-04
     12.9508     4.012E+01     8.605E-04
     23.4500     4.816E+01     5.705E-04
      5.1197     3.028E+01     1.643E-03
     17.2451     3.949E+01     6.361E-04
     89.2568     5.781E+01     1.799E-04
     22.7295     5.042E+01     6.162E-04
      8.7334     3.212E+01     1.021E-03
     13.1905     4.139E+01     8.717E-04
      5.9248     3.540E+01     1.660E-03
      7.8378     3.469E+01     1.230E-03
      6.1704     3.240E+01     1.459E-03
     13.3623     3.928E+01     8.166E-04
      8.9299     3.161E+01     9.834E-04
     20.4059     4.627E+01     6.299E-04
      3.4474     2.873E+01     2.315E-03
      7.4631     3.780E+01     1.407E-03
     21.9783     3.709E+01     4.688E-04
     10.5587     3.642E+01     9.581E-04
      2.1876     2.881E+01     3.658E-03
     20.5962     4.198E+01     5.661E-04
     29.4140     5.140E+01     4.854E-04
     19.8599     4.765E+01     6.664E-04
     12.5577     4.026E+01     8.905E-04
      6.9201     3.262E+01     1.309E-03
     16.3344     4.813E+01     8.185E-04
      2.1516     2.800E+01     3.615E-03
    443.2354     4.727E+01     2.962E-05
     17.9063     4.441E+01     6.890E-04
      4.3569     2.876E+01     1.834E-03
      9.8913     3.336E+01     9.368E-04
      3.2190     2.846E+01     2.456E-03
      2.8406     3.002E+01     2.936E-03
     27.4757     5.340E+01     5.398E-04
      2.3381     2.895E+01     3.439E-03
      3.4041     2.849E+01     2.325E-03
     42.2274     5.536E+01     3.642E-04
      6.5221     3.290E+01     1.401E-03
      6.5036     3.299E+01     1.409E-03
     84.4908     3.181E+01     1.046E-04
     58.8801     4.370E+01     2.062E-04
     50.9792     5.134E+01     2.798E-04
      6.0203     3.194E+01     1.474E-03
     39.7713     4.799E+01     3.352E-04
      5.9382     3.185E+01     1.490E-03
    578.9341     7.243E+01     3.475E-05
      5.3308     3.477E+01     1.812E-03
      6.9769     3.893E+01     1.550E-03
      5.4556     3.167E+01     1.612E-03
      5.4414     3.389E+01     1.730E-03
     48.3158     5.199E+01     2.989E-04
      4.4261     3.439E+01     2.159E-03
      5.8267     3.295E+01     1.571E-03
      4.2634     3.184E+01     2.074E-03
      3.1552     3.002E+01     2.643E-03
     42.8831     4.949E+01     3.206E-04
     45.6633     5.076E+01     3.088E-04
      3.8630     3.245E+01     2.334E-03
     47.6688     4.984E+01     2.904E-04
     10.4441     3.574E+01     9.507E-04
     35.5532     4.738E+01     3.702E-04
      7.1650     3.286E+01     1.274E-03
      6.1647     3.454E+01     1.556E-03
      7.9409     3.644E+01     1.275E-03
      6.5834     3.528E+01     1.489E-03
      4.9101     3.054E+01     1.728E-03
      6.8838     2.886E+01     1.165E-03
     48.3158     5.199E+01     2.989E-04
      7.9338     3.661E+01     1.282E-03
      7.6959     3.202E+01     1.156E-03
      7.2884     3.727E+01     1.421E-03
      8.2647     3.666E+01     1.232E-03
      6.7313     3.579E+01     1.477E-03
     55.1197     4.946E+01     2.493E-04
      9.3965     3.659E+01     1.082E-03
     45.8160     5.027E+01     3.048E-04
     57.4506     4.983E+01     2.409E-04
     30.4053     4.361E+01     3.984E-04
      6.8874     4.557E+01     1.838E-03
     10.6182     3.838E+01     1.004E-03
     13.6009     3.980E+01     8.130E-04
     23.6438     4.555E+01     5.351E-04
      2.4401     2.715E+01     3.091E-03
     49.3416     5.059E+01     2.848E-04
      6.8732     3.864E+01     1.562E-03
      4.5865     3.429E+01     2.077E-03
      5.1675     3.340E+01     1.795E-03
     26.1577     4.564E+01     4.846E-04
      9.5640     3.515E+01     1.021E-03
      4.2478     3.009E+01     1.968E-03
      4.9993     3.222E+01     1.790E-03
     45.4802     5.065E+01     3.094E-04
     21.1185     3.812E+01     5.014E-04
      7.3438     4.140E+01     1.566E-03
     21.3994     4.220E+01     5.478E-04
      5.1651     3.085E+01     1.659E-03
      5.2983     3.119E+01     1.635E-03
    145.2388     4.955E+01     9.476E-05
      7.6881     3.281E+01     1.185E-03
      5.7239     3.275E+01     1.589E-03
     44.3212     4.767E+01     2.988E-04
    737.2090     7.562E+01     2.849E-05
     10.4681     3.757E+01     9.968E-04
      9.3435     3.486E+01     1.036E-03
      5.2534     3.384E+01     1.789E-03
      9.4912     3.756E+01     1.099E-03
      5.8897     3.407E+01     1.607E-03
      4.6207     3.142E+01     1.889E-03
      7.0564     3.857E+01     1.518E-03
      5.4496     3.583E+01     1.826E-03
     11.3302     3.726E+01     9.136E-04
     20.1372     4.065E+01     5.608E-04
      7.3436     3.419E+01     1.293E-03
      6.4586     3.805E+01     1.636E-03
      3.9480     3.268E+01     2.299E-03
      7.2469     4.148E+01     1.590E-03
      4.1904     3.298E+01     2.186E-03
     24.3882     4.375E+01     4.983E-04
      4.6263     2.991E+01     1.796E-03
      6.3404     3.300E+01     1.446E-03
     17.6873     4.094E+01     6.430E-04
      3.4960     3.139E+01     2.494E-03
     56.7724     4.949E+01     2.422E-04
      4.0246     2.988E+01     2.062E-03
      6.9361     4.432E+01     1.775E-03
      5.9027     3.157E+01     1.486E-03
      4.2696     3.172E+01     2.064E-03
      4.1280     3.213E+01     2.162E-03
      6.4903     3.285E+01     1.406E-03
     57.4506     4.983E+01     2.409E-04
     10.4521     3.873E+01     1.029E-03
      6.1130     3.243E+01     1.474E-03
      3.5632     3.147E+01     2.453E-03
      9.3088     4.069E+01     1.214E-03
     78.4635     4.456E+01     1.577E-04
     35.5365     4.607E+01     3.601E-04
      8.4453     3.383E+01     1.113E-03
     43.2463     4.955E+01     3.183E-04
     24.2495     4.149E+01     4.753E-04
      9.3081     4.068E+01     1.214E-03
      3.0711     2.886E+01     2.611E-03
      6.4296     3.141E+01     1.357E-03
     53.6079     4.946E+01     2.563E-04
      5.6622     3.161E+01     1.551E-03
      5.9472     3.155E+01     1.474E-03
      7.0565     3.407E+01     1.341E-03
      8.0699     3.804E+01     1.310E-03
     48.8836     4.769E+01     2.710E-04
     17.5820     4.095E+01     6.470E-04
      6.6450     3.352E+01     1.401E-03
      3.8535     3.255E+01     2.347E-03
      6.0137     3.205E+01     1.480E-03
      5.4567     3.074E+01     1.565E-03
     54.0125     4.931E+01     2.536E-04
     10.2598     4.006E+01     1.085E-03
      6.9553     2.929E+01     1.170E-03
     48.3158     5.199E+01     2.989E-04
      7.5667     3.460E+01     1.270E-03
     47.6688     4.984E+01     2.904E-04
     42.6308     4.937E+01     3.217E-04
     16.8967     4.091E+01     6.725E-04
      7.6628     3.142E+01     1.139E-03
      3.7717     3.255E+01     2.397E-03
      8.8874     3.692E+01     1.154E-03
     11.9396     3.715E+01     8.642E-04
    149.4318     5.900E+01     1.097E-04
      6.7893     3.488E+01     1.427E-03
     44.2324     4.498E+01     2.825E-04
     30.6237     3.003E+01     2.724E-04
      5.7356     3.535E+01     1.712E-03
      4.9091     3.053E+01     1.728E-03
      6.6278     3.874E+01     1.624E-03
      7.8416     3.513E+01     1.244E-03
      4.3673     3.476E+01     2.211E-03
      7.7017     3.492E+01     1.260E-03
      5.2196     3.086E+01     1.642E-03
     19.4280     4.141E+01     5.921E-04
     17.9572     4.617E+01     7.143E-04
      8.1058     3.195E+01     1.095E-03
      4.9354     3.040E+01     1.711E-03
      1.8288     2.745E+01     4.170E-03
      4.2355     3.403E+01     2.232E-03
     12.3037     3.182E+01     7.183E-04
      8.1897     3.494E+01     1.185E-03
     10.4697     3.789E+01     1.005E-03
     33.8363     3.910E+01     3.210E-04
      4.9547     3.702E+01     2.076E-03
      2.6555     2.830E+01     2.960E-03
      2.3015     2.999E+01     3.620E-03
     13.4803     3.905E+01     8.047E-04
      2.8582     3.017E+01     2.932E-03
     14.5597     4.493E+01     8.572E-04
     19.1126     3.591E+01     5.219E-04
     13.8673     3.208E+01     6.426E-04
      5.0200     2.976E+01     1.647E-03
     24.6298     4.059E+01     4.578E-04
    460.6804     4.634E+01     2.794E-05
     10.1307     3.152E+01     8.644E-04
