 cum_prob         time          distance       velocity
 4.444E-05       999.6175       111.6864       2.643E+01
 1.004E-02       365.1455        73.6690       1.708E+01
 2.004E-02       235.0152        68.6155       1.576E+01
 3.004E-02       162.1687        64.7828       1.456E+01
 4.004E-02       118.8433        61.9389       1.370E+01
 5.004E-02        95.3163        59.9301       1.300E+01
 6.004E-02        77.2431        58.4720       1.246E+01
 7.004E-02        66.3175        57.2418       1.202E+01
 8.004E-02        56.6804        55.9833       1.164E+01
 9.004E-02        49.7440        54.6142       1.132E+01
 1.000E-01        44.1375        53.3964       1.099E+01
 1.100E-01        38.7418        52.4815       1.071E+01
 1.200E-01        34.6587        51.3880       1.047E+01
 1.300E-01        31.8603        50.5008       1.021E+01
 1.400E-01        29.5234        49.6659       9.984E+00
 1.500E-01        27.4757        48.9121       9.780E+00
 1.600E-01        25.7590        48.2412       9.570E+00
 1.700E-01        24.1538        47.7105       9.374E+00
 1.800E-01        22.7710        47.1945       9.153E+00
 1.900E-01        21.6619        46.6697       8.936E+00
 2.000E-01        20.7600        46.1751       8.729E+00
 2.100E-01        19.8635        45.6926       8.532E+00
 2.200E-01        19.0216        45.1889       8.352E+00
 2.300E-01        18.2324        44.7346       8.166E+00
 2.400E-01        17.4750        44.3105       7.991E+00
 2.500E-01        16.7394        43.8218       7.825E+00
 2.600E-01        16.0799        43.3188       7.651E+00
 2.700E-01        15.4454        42.8413       7.504E+00
 2.800E-01        14.8433        42.3992       7.365E+00
 2.900E-01        14.2508        42.0022       7.225E+00
 3.000E-01        13.7231        41.6581       7.093E+00
 3.100E-01        13.1905        41.2783       6.958E+00
 3.200E-01        12.7525        40.9450       6.830E+00
 3.300E-01        12.2986        40.5461       6.697E+00
 3.400E-01        11.9496        40.2622       6.584E+00
 3.500E-01        11.5697        39.9505       6.470E+00
 3.600E-01        11.1824        39.6439       6.355E+00
 3.700E-01        10.8200        39.3140       6.241E+00
 3.800E-01        10.4982        39.0206       6.130E+00
 3.900E-01        10.1686        38.7193       6.023E+00
 4.000E-01         9.8586        38.4861       5.928E+00
 4.100E-01         9.5366        38.2141       5.829E+00
 4.200E-01         9.2205        37.9807       5.729E+00
 4.300E-01         8.9244        37.7527       5.626E+00
 4.400E-01         8.6784        37.5531       5.539E+00
 4.500E-01         8.4476        37.3157       5.444E+00
 4.600E-01         8.1988        37.1142       5.347E+00
 4.700E-01         8.0028        36.9235       5.232E+00
 4.800E-01         7.7936        36.7327       5.145E+00
 4.900E-01         7.5630        36.5252       5.048E+00
 5.000E-01         7.3442        36.3174       4.954E+00
 5.100E-01         7.1559        36.1100       4.842E+00
 5.200E-01         6.9885        35.8980       4.737E+00
 5.300E-01         6.8335        35.6876       4.647E+00
 5.400E-01         6.6867        35.4367       4.542E+00
 5.500E-01         6.5436        35.2286       4.439E+00
 5.600E-01         6.4077        35.0095       4.324E+00
 5.700E-01         6.2492        34.7861       4.227E+00
 5.800E-01         6.1116        34.5604       4.120E+00
 5.900E-01         5.9637        34.3509       4.015E+00
 6.000E-01         5.8404        34.1432       3.921E+00
 6.100E-01         5.7134        33.9628       3.822E+00
 6.200E-01         5.5793        33.7582       3.724E+00
 6.300E-01         5.4666        33.5644       3.626E+00
 6.400E-01         5.3525        33.3756       3.527E+00
 6.500E-01         5.2468        33.1746       3.459E+00
 6.600E-01         5.1392        32.9831       3.368E+00
 6.700E-01         5.0214        32.8096       3.288E+00
 6.800E-01         4.9089        32.6209       3.194E+00
 6.900E-01         4.7922        32.4433       3.107E+00
 7.000E-01         4.6685        32.2521       3.033E+00
 7.100E-01         4.5697        32.0740       2.951E+00
 7.200E-01         4.4603        31.8976       2.863E+00
 7.300E-01         4.3612        31.7389       2.774E+00
 7.400E-01         4.2417        31.5737       2.685E+00
 7.500E-01         4.1326        31.4039       2.610E+00
 7.600E-01         4.0268        31.2181       2.536E+00
 7.700E-01         3.9283        31.0549       2.462E+00
 7.800E-01         3.8166        30.8683       2.366E+00
 7.900E-01         3.7219        30.6740       2.273E+00
 8.000E-01         3.6258        30.4730       2.167E+00
 8.100E-01         3.5198        30.2608       2.064E+00
 8.200E-01         3.4303        30.0623       1.983E+00
 8.300E-01         3.3285        29.8615       1.881E+00
 8.400E-01         3.2328        29.6856       1.786E+00
 8.500E-01         3.1411        29.4724       1.690E+00
 8.600E-01         3.0542        29.2851       1.583E+00
 8.700E-01         2.9684        29.0646       1.474E+00
 8.800E-01         2.8810        28.8567       1.371E+00
 8.900E-01         2.8036        28.6591       1.256E+00
 9.000E-01         2.7188        28.4601       1.134E+00
 9.100E-01         2.6332        28.2164       1.031E+00
 9.200E-01         2.5481        27.9908       9.103E-01
 9.300E-01         2.4570        27.7206       8.090E-01
 9.400E-01         2.3563        27.4774       7.053E-01
 9.500E-01         2.2444        27.2101       5.920E-01
 9.600E-01         2.1334        26.8738       4.662E-01
 9.700E-01         2.0047        26.5053       3.592E-01
 9.800E-01         1.8592        26.0732       2.359E-01
 9.900E-01         1.7228        25.5183       1.489E-01
 1.000E+00         0.9909        24.2027       3.976E-02
