      time        distance     velocity
      4.8157     4.430E+01     2.555E-03
      4.5512     3.671E+01     2.241E-03
     59.0105     7.327E+01     3.449E-04
      6.7549     4.532E+01     1.864E-03
    100.0615     3.128E+01     8.683E-05
      1.6505     2.947E+01     4.961E-03
      1.2805     2.262E+01     4.907E-03
     26.6741     2.755E+01     2.869E-04
      2.9958     3.480E+01     3.227E-03
      2.5223     2.443E+01     2.690E-03
      2.2208     2.984E+01     3.732E-03
     10.7623     4.345E+01     1.121E-03
      1.5266     2.515E+01     4.575E-03
      5.5148     4.599E+01     2.317E-03
      1.5085     2.676E+01     4.928E-03
     30.4598     3.791E+01     3.458E-04
   1130.3854     3.991E+01     9.807E-06
     68.5428     3.107E+01     1.259E-04
    210.9732     3.226E+01     4.248E-05
    105.5353     4.659E+01     1.226E-04
      3.6405     3.886E+01     2.965E-03
      1.9848     2.488E+01     3.482E-03
      1.1226     2.263E+01     5.600E-03
      9.6334     3.069E+01     8.850E-04
      1.1989     2.238E+01     5.186E-03
      1.8759     2.633E+01     3.899E-03
     27.9001     4.134E+01     4.116E-04
      1.3438     2.836E+01     5.863E-03
    249.1685     3.460E+01     3.858E-05
      2.7002     2.640E+01     2.716E-03
     11.8473     4.743E+01     1.112E-03
      2.5796     3.130E+01     3.370E-03
      1.3336     2.890E+01     6.019E-03
    256.5702     3.712E+01     4.019E-05
      2.4189     3.120E+01     3.582E-03
      2.9958     3.480E+01     3.227E-03
      1.2954     2.226E+01     4.773E-03
      1.4326     2.305E+01     4.469E-03
     39.3786     4.340E+01     3.061E-04
      2.7058     2.821E+01     2.896E-03
     11.6457     3.115E+01     7.430E-04
     12.2410     2.378E+01     5.397E-04
      4.3948     3.333E+01     2.107E-03
      1.5052     2.272E+01     4.192E-03
    474.0313     3.574E+01     2.094E-05
      1.7906     2.483E+01     3.852E-03
      1.5703     3.024E+01     5.349E-03
      3.9850     3.682E+01     2.566E-03
      3.3632     3.820E+01     3.155E-03
     10.5154     4.845E+01     1.280E-03
    355.2632     3.529E+01     2.759E-05
     13.4196     3.185E+01     6.593E-04
     12.9261     4.980E+01     1.070E-03
    152.9710     3.046E+01     5.531E-05
      1.6830     2.422E+01     3.998E-03
      2.2872     3.134E+01     3.807E-03
     31.3357     4.207E+01     3.730E-04
      1.5512     2.421E+01     4.336E-03
      1.1974     2.179E+01     5.055E-03
    336.8660     3.396E+01     2.801E-05
    113.6677     3.035E+01     7.417E-05
      1.4316     2.470E+01     4.793E-03
     40.0459     3.667E+01     2.544E-04
      0.9529     2.162E+01     6.301E-03
      1.2941     2.495E+01     5.355E-03
   1177.3014     4.071E+01     9.604E-06
   1177.3014     4.071E+01     9.604E-06
    292.7021     3.198E+01     3.035E-05
    346.8435     3.523E+01     2.821E-05
      6.7087     4.669E+01     1.933E-03
      1.8294     2.859E+01     4.341E-03
    254.9262     3.085E+01     3.362E-05
      1.0561     2.232E+01     5.872E-03
      1.3907     2.420E+01     4.833E-03
      5.9333     3.868E+01     1.811E-03
      6.4171     3.339E+01     1.445E-03
      1.0072     2.150E+01     5.929E-03
    132.9194     3.105E+01     6.490E-05
     10.6368     3.035E+01     7.926E-04
      1.3520     2.368E+01     4.865E-03
      6.4668     3.869E+01     1.662E-03
    324.7786     3.390E+01     2.900E-05
      1.6512     3.318E+01     5.582E-03
    355.2632     3.529E+01     2.759E-05
      6.2925     3.849E+01     1.699E-03
      4.3935     2.409E+01     1.523E-03
      1.2719     2.393E+01     5.226E-03
      4.8328     3.646E+01     2.096E-03
     34.0787     2.898E+01     2.362E-04
   1140.2147     4.077E+01     9.931E-06
      4.4736     3.034E+01     1.884E-03
      1.5504     3.005E+01     5.384E-03
      2.1360     3.474E+01     4.518E-03
      1.4368     3.083E+01     5.959E-03
      1.5022     2.502E+01     4.626E-03
     28.6386     5.098E+01     4.945E-04
      3.1659     3.582E+01     3.143E-03
     30.4598     3.791E+01     3.458E-04
     24.2465     3.417E+01     3.915E-04
     20.6810     3.394E+01     4.559E-04
      3.4541     3.534E+01     2.842E-03
    310.8986     3.317E+01     2.964E-05
    324.6106     3.330E+01     2.850E-05
      4.6475     4.379E+01     2.617E-03
     36.9243     3.045E+01     2.291E-04
      2.7513     3.053E+01     3.083E-03
      3.0622     3.653E+01     3.314E-03
      2.7228     3.460E+01     3.530E-03
     21.2254     4.429E+01     5.796E-04
      2.0287     3.164E+01     4.333E-03
     24.1899     4.772E+01     5.479E-04
    256.5702     3.712E+01     4.019E-05
      1.6664     2.767E+01     4.613E-03
      2.8224     3.164E+01     3.114E-03
      1.6089     2.691E+01     4.646E-03
      2.4191     3.183E+01     3.655E-03
    150.9669     3.075E+01     5.658E-05
    364.6681     3.783E+01     2.882E-05
      1.2051     2.912E+01     6.712E-03
      2.1017     3.000E+01     3.966E-03
     27.9074     4.391E+01     4.371E-04
      1.8603     2.792E+01     4.168E-03
      5.6905     4.361E+01     2.129E-03
     59.2049     3.163E+01     1.484E-04
     52.2775     3.406E+01     1.810E-04
     22.3610     4.279E+01     5.316E-04
     34.6527     3.062E+01     2.454E-04
    260.5130     3.560E+01     3.796E-05
      2.4614     2.408E+01     2.717E-03
     12.5342     5.184E+01     1.149E-03
      2.2614     3.263E+01     4.008E-03
      4.9861     2.819E+01     1.570E-03
