 cum_prob         time          distance       velocity
 1.073E-04      2400.6653       117.1998       3.426E+01
 1.009E-02       369.0384        56.7683       2.547E+01
 2.006E-02       190.0099        38.3791       2.415E+01
 3.004E-02       127.7553        36.1174       2.329E+01
 4.002E-02        78.0129        35.3169       2.279E+01
 5.000E-02        44.4908        34.6921       2.240E+01
 5.998E-02        27.1691        34.2177       2.194E+01
 6.996E-02        19.3531        33.5992       2.141E+01
 7.994E-02        15.8342        33.1884       2.100E+01
 8.991E-02        13.2615        32.7863       2.061E+01
 9.989E-02        11.6558        32.3974       2.025E+01
 1.099E-01         9.9243        31.9346       1.995E+01
 1.198E-01         8.8153        31.6016       1.969E+01
 1.298E-01         7.9375        31.2805       1.942E+01
 1.398E-01         7.5224        30.9101       1.911E+01
 1.498E-01         7.1454        30.5483       1.891E+01
 1.598E-01         6.7952        30.2564       1.865E+01
 1.697E-01         6.5575        29.8904       1.843E+01
 1.797E-01         6.3901        29.4247       1.820E+01
 1.897E-01         6.1723        29.1161       1.798E+01
 1.997E-01         5.9729        28.7041       1.773E+01
 2.097E-01         5.8060        28.3070       1.754E+01
 2.196E-01         5.6482        28.0011       1.734E+01
 2.296E-01         5.4832        27.7005       1.716E+01
 2.396E-01         5.2881        27.3938       1.694E+01
 2.496E-01         5.1468        27.1368       1.672E+01
 2.595E-01         4.9894        26.8347       1.648E+01
 2.695E-01         4.8252        26.5813       1.623E+01
 2.795E-01         4.6237        26.3772       1.607E+01
 2.895E-01         4.4765        26.1744       1.590E+01
 2.995E-01         4.2861        25.9025       1.567E+01
 3.094E-01         4.1417        25.7034       1.544E+01
 3.194E-01         3.9737        25.4191       1.526E+01
 3.294E-01         3.8737        25.1127       1.502E+01
 3.394E-01         3.7512        24.8460       1.474E+01
 3.494E-01         3.6311        24.6374       1.449E+01
 3.593E-01         3.5283        24.3917       1.431E+01
 3.693E-01         3.4195        24.2172       1.406E+01
 3.793E-01         3.3088        23.9790       1.379E+01
 3.893E-01         3.2020        23.8005       1.355E+01
 3.992E-01         3.0628        23.5578       1.331E+01
 4.092E-01         2.9531        23.3525       1.307E+01
 4.192E-01         2.7984        23.1911       1.281E+01
 4.292E-01         2.6745        22.9783       1.251E+01
 4.392E-01         2.5306        22.7566       1.227E+01
 4.491E-01         2.4501        22.5348       1.199E+01
 4.591E-01         2.3527        22.3326       1.166E+01
 4.691E-01         2.2715        22.1444       1.139E+01
 4.791E-01         2.1876        22.0063       1.113E+01
 4.891E-01         2.1140        21.8339       1.091E+01
 4.990E-01         2.0466        21.6914       1.065E+01
 5.090E-01         1.9796        21.5423       1.044E+01
 5.190E-01         1.9188        21.4053       1.015E+01
 5.290E-01         1.8552        21.2669       9.835E+00
 5.389E-01         1.8105        21.1358       9.559E+00
 5.489E-01         1.7585        21.0213       9.254E+00
 5.589E-01         1.7135        20.8787       8.922E+00
 5.689E-01         1.6741        20.7817       8.602E+00
 5.789E-01         1.6328        20.6629       8.320E+00
 5.888E-01         1.5898        20.5201       8.038E+00
 5.988E-01         1.5466        20.4150       7.867E+00
 6.088E-01         1.5097        20.3098       7.696E+00
 6.188E-01         1.4808        20.1914       7.548E+00
 6.288E-01         1.4431        20.1225       7.405E+00
 6.387E-01         1.4180        20.0417       7.284E+00
 6.487E-01         1.3856        19.9646       7.140E+00
 6.587E-01         1.3628        19.8805       6.992E+00
 6.687E-01         1.3375        19.8067       6.783E+00
 6.786E-01         1.3095        19.7297       6.564E+00
 6.886E-01         1.2861        19.6628       6.378E+00
 6.986E-01         1.2651        19.5761       6.214E+00
 7.086E-01         1.2403        19.4803       6.074E+00
 7.186E-01         1.2230        19.4024       5.961E+00
 7.285E-01         1.2035        19.3426       5.848E+00
 7.385E-01         1.1776        19.2643       5.731E+00
 7.485E-01         1.1605        19.1719       5.628E+00
 7.585E-01         1.1432        19.0939       5.529E+00
 7.685E-01         1.1288        19.0247       5.458E+00
 7.784E-01         1.1111        18.9491       5.356E+00
 7.884E-01         1.0956        18.8747       5.257E+00
 7.984E-01         1.0826        18.8045       5.160E+00
 8.084E-01         1.0649        18.7313       5.050E+00
 8.183E-01         1.0491        18.6551       4.933E+00
 8.283E-01         1.0331        18.5790       4.818E+00
 8.383E-01         1.0145        18.5080       4.666E+00
 8.483E-01         0.9986        18.4246       4.484E+00
 8.583E-01         0.9822        18.3399       4.193E+00
 8.682E-01         0.9673        18.2818       3.818E+00
 8.782E-01         0.9481        18.2007       3.385E+00
 8.882E-01         0.9292        18.1023       3.048E+00
 8.982E-01         0.9160        18.0120       2.658E+00
 9.082E-01         0.8949        17.9250       2.340E+00
 9.181E-01         0.8738        17.8007       1.932E+00
 9.281E-01         0.8547        17.6548       1.489E+00
 9.381E-01         0.8320        17.5408       1.123E+00
 9.481E-01         0.8066        17.4422       6.671E-01
 9.580E-01         0.7825        17.3088       4.386E-01
 9.680E-01         0.7548        17.1567       2.984E-01
 9.780E-01         0.7281        16.9533       1.772E-01
 9.880E-01         0.6936        16.7721       1.319E-01
 9.980E-01         0.6062        16.1120       3.578E-02
