      time        distance     velocity
     15.0610     4.609E+01     8.501E-04
     19.8251     4.548E+01     6.373E-04
      9.5533     4.063E+01     1.181E-03
      7.0290     3.635E+01     1.437E-03
      4.6913     3.745E+01     2.217E-03
    369.6925     6.470E+01     4.862E-05
     23.7957     4.590E+01     5.358E-04
      9.9283     4.019E+01     1.124E-03
     58.4228     6.318E+01     3.004E-04
      7.5613     3.569E+01     1.311E-03
     11.5035     3.788E+01     9.148E-04
   2288.8618     7.261E+01     8.812E-06
     18.4298     4.376E+01     6.595E-04
     41.3084     5.304E+01     3.567E-04
     17.1480     4.997E+01     8.095E-04
     15.5558     4.256E+01     7.600E-04
    129.8027     5.870E+01     1.256E-04
     15.1767     4.064E+01     7.439E-04
     50.6694     4.627E+01     2.536E-04
      8.7487     4.023E+01     1.277E-03
     26.0188     4.569E+01     4.878E-04
    184.1620     7.228E+01     1.090E-04
     17.3525     4.339E+01     6.946E-04
      8.3105     3.608E+01     1.206E-03
     18.2776     4.586E+01     6.970E-04
     43.1411     4.893E+01     3.150E-04
     87.5219     7.946E+01     2.522E-04
     17.2461     4.221E+01     6.799E-04
      9.1236     3.951E+01     1.203E-03
      7.0413     3.750E+01     1.479E-03
     57.2609     4.712E+01     2.286E-04
     33.5745     5.520E+01     4.567E-04
     18.8285     4.980E+01     7.347E-04
      6.9551     3.860E+01     1.542E-03
     23.2897     4.369E+01     5.211E-04
      9.5726     3.999E+01     1.160E-03
     10.4881     3.930E+01     1.041E-03
      6.4908     3.715E+01     1.590E-03
     14.1348     4.242E+01     8.336E-04
     13.4876     4.215E+01     8.681E-04
    152.9533     6.684E+01     1.214E-04
    231.7340     9.590E+01     1.150E-04
      8.1909     3.670E+01     1.245E-03
     34.8488     4.618E+01     3.681E-04
      9.2438     3.510E+01     1.055E-03
     11.0102     4.039E+01     1.019E-03
     15.8281     4.444E+01     7.799E-04
    199.5990     5.168E+01     7.192E-05
      8.7590     3.530E+01     1.120E-03
      7.4626     3.608E+01     1.343E-03
     20.5743     5.010E+01     6.764E-04
      7.1719     3.821E+01     1.480E-03
     82.1475     6.098E+01     2.062E-04
     32.7592     5.622E+01     4.767E-04
    377.4624     7.577E+01     5.576E-05
     10.8874     4.083E+01     1.042E-03
     57.9762     6.025E+01     2.887E-04
     24.8519     5.321E+01     5.947E-04
     39.6715     4.667E+01     3.268E-04
      9.6695     3.645E+01     1.047E-03
      7.3399     3.482E+01     1.318E-03
     16.6318     4.078E+01     6.810E-04
     42.8444     5.708E+01     3.700E-04
     45.1590     7.252E+01     4.461E-04
     52.5850     4.788E+01     2.529E-04
     67.2413     7.424E+01     3.067E-04
     14.1175     4.074E+01     8.016E-04
     25.2682     4.944E+01     5.435E-04
     79.0274     4.025E+01     1.415E-04
    166.0091     5.116E+01     8.561E-05
    220.1753     6.145E+01     7.753E-05
    219.3874     9.249E+01     1.171E-04
     14.0415     4.008E+01     7.930E-04
     23.9811     4.602E+01     5.330E-04
