      time        distance     velocity
      5.1693     3.002E+01     1.613E-03
     25.3737     4.627E+01     5.065E-04
    707.2794     6.547E+01     2.571E-05
     27.3753     4.977E+01     5.050E-04
     49.6438     7.103E+01     3.975E-04
     41.6643     4.744E+01     3.163E-04
     24.9367     3.264E+01     3.636E-04
      6.2550     3.047E+01     1.353E-03
      5.0435     3.346E+01     1.843E-03
     15.4920     3.705E+01     6.644E-04
      4.2847     3.233E+01     2.096E-03
     17.3905     4.121E+01     6.583E-04
     26.0625     3.836E+01     4.089E-04
     32.2499     5.454E+01     4.697E-04
     11.7260     3.645E+01     8.635E-04
      7.9941     3.834E+01     1.332E-03
     23.2515     4.525E+01     5.406E-04
     74.9717     4.453E+01     1.650E-04
      4.3471     3.301E+01     2.109E-03
     22.5239     3.581E+01     4.417E-04
      4.4348     2.866E+01     1.795E-03
    786.0101     4.626E+01     1.635E-05
    254.5829     6.806E+01     7.426E-05
     18.2946     4.452E+01     6.760E-04
     24.5057     3.724E+01     4.221E-04
      4.4492     3.100E+01     1.935E-03
    230.7170     5.917E+01     7.124E-05
     30.0991     4.416E+01     4.076E-04
      4.1602     3.200E+01     2.136E-03
      8.9869     4.140E+01     1.280E-03
     34.2877     5.710E+01     4.626E-04
      8.4105     3.945E+01     1.303E-03
     39.6466     5.239E+01     3.670E-04
     49.1192     6.215E+01     3.515E-04
     37.3157     5.338E+01     3.974E-04
     45.7461     5.985E+01     3.634E-04
     11.2213     4.236E+01     1.049E-03
     29.5746     4.236E+01     3.979E-04
     10.9836     3.646E+01     9.220E-04
    102.7933     6.050E+01     1.635E-04
     30.3224     5.562E+01     5.095E-04
    744.1140     5.882E+01     2.196E-05
      4.9726     2.922E+01     1.633E-03
     29.0005     4.185E+01     4.009E-04
     28.3513     4.458E+01     4.368E-04
     30.7500     5.516E+01     4.982E-04
      7.4872     3.755E+01     1.393E-03
     23.8380     5.157E+01     6.010E-04
     14.0441     4.431E+01     8.764E-04
      6.7547     3.523E+01     1.449E-03
     31.8647     4.951E+01     4.316E-04
     13.1882     3.128E+01     6.589E-04
     10.1020     4.025E+01     1.107E-03
     19.1901     3.981E+01     5.762E-04
     78.9700     5.451E+01     1.917E-04
     35.7396     4.537E+01     3.526E-04
     13.7746     4.473E+01     9.019E-04
      7.8156     3.704E+01     1.317E-03
      5.0385     3.045E+01     1.679E-03
     98.0302     4.586E+01     1.300E-04
     66.3121     7.505E+01     3.144E-04
     46.2613     5.695E+01     3.420E-04
     43.6963     4.306E+01     2.737E-04
      9.5241     3.888E+01     1.134E-03
      4.0272     2.799E+01     1.930E-03
