      time        distance     velocity
     76.7697     8.267E+01     2.991E-04
     64.5272     7.030E+01     3.026E-04
     21.2885     5.927E+01     7.733E-04
     66.2308     7.960E+01     3.338E-04
    138.0516     9.192E+01     1.850E-04
     27.5643     6.295E+01     6.344E-04
     23.5930     5.726E+01     6.742E-04
    199.6608     7.439E+01     1.035E-04
    152.9786     6.784E+01     1.232E-04
    111.7682     8.243E+01     2.049E-04
     68.8196     6.668E+01     2.691E-04
    150.8542     6.820E+01     1.256E-04
     41.1825     5.590E+01     3.771E-04
     59.8702     7.470E+01     3.466E-04
     21.4065     5.069E+01     6.578E-04
    331.3586     7.748E+01     6.495E-05
     64.9529     7.214E+01     3.085E-04
     79.0131     7.956E+01     2.797E-04
    108.5953     6.349E+01     1.624E-04
     48.2129     6.337E+01     3.651E-04
     72.1346     6.042E+01     2.327E-04
     82.9799     6.336E+01     2.121E-04
     77.9502     6.290E+01     2.241E-04
     58.2627     6.682E+01     3.186E-04
     18.0413     5.260E+01     8.099E-04
     75.4442     6.620E+01     2.437E-04
    263.5355     6.397E+01     6.743E-05
     54.1169     5.933E+01     3.046E-04
     41.0861     5.993E+01     4.052E-04
     85.8770     5.949E+01     1.924E-04
     40.6918     6.361E+01     4.342E-04
     18.7025     5.022E+01     7.459E-04
     93.9641     6.237E+01     1.844E-04
     24.9662     4.846E+01     5.392E-04
     50.0729     6.388E+01     3.544E-04
     21.9049     5.020E+01     6.366E-04
     47.0891     5.744E+01     3.388E-04
     58.6718     6.606E+01     3.127E-04
     68.0973     6.606E+01     2.695E-04
     23.0025     4.906E+01     5.924E-04
     37.1694     5.866E+01     4.384E-04
     88.6273     7.034E+01     2.205E-04
     35.5661     5.466E+01     4.269E-04
     63.4999     6.172E+01     2.700E-04
     78.7752     6.337E+01     2.235E-04
     83.3324     6.971E+01     2.324E-04
     56.2505     5.889E+01     2.908E-04
     55.7155     5.966E+01     2.975E-04
     33.4259     5.563E+01     4.623E-04
     37.2975     5.889E+01     4.386E-04
     28.1616     5.397E+01     5.323E-04
    131.9447     6.584E+01     1.386E-04
    120.8108     7.090E+01     1.630E-04
     51.8459     5.905E+01     3.164E-04
     37.6956     5.122E+01     3.774E-04
     73.6096     6.652E+01     2.510E-04
     68.4759     6.501E+01     2.637E-04
     34.4453     5.580E+01     4.500E-04
     88.2516     6.382E+01     2.009E-04
     50.9515     5.816E+01     3.171E-04
     94.1287     6.598E+01     1.947E-04
     84.4066     5.631E+01     1.853E-04
     25.9813     5.368E+01     5.740E-04
     26.5125     5.735E+01     6.009E-04
     36.0513     6.412E+01     4.941E-04
     84.8091     7.326E+01     2.400E-04
     66.8209     7.224E+01     3.003E-04
    190.6268     7.187E+01     1.047E-04
     79.1174     6.452E+01     2.265E-04
     63.8207     6.163E+01     2.682E-04
     38.0019     5.515E+01     4.031E-04
    177.0636     8.305E+01     1.303E-04
     25.0431     5.393E+01     5.982E-04
     49.2202     6.858E+01     3.870E-04
     94.1049     7.458E+01     2.202E-04
     55.0733     7.454E+01     3.760E-04
     48.1122     5.693E+01     3.287E-04
     50.7329     5.900E+01     3.230E-04
     92.6917     8.150E+01     2.442E-04
    805.7191     7.967E+01     2.747E-05
     64.4669     6.434E+01     2.772E-04
     53.8386     6.968E+01     3.595E-04
     32.8601     5.902E+01     4.989E-04
     71.0205     5.912E+01     2.312E-04
     50.5999     6.582E+01     3.613E-04
     75.9559     6.908E+01     2.526E-04
     40.3881     5.733E+01     3.943E-04
     30.7579     5.594E+01     5.052E-04
     67.9180     7.379E+01     3.018E-04
     81.2829     6.072E+01     2.075E-04
     55.8076     7.272E+01     3.620E-04
    386.7108     7.972E+01     5.726E-05
     39.8736     5.513E+01     3.840E-04
     39.2753     5.758E+01     4.072E-04
     94.9642     7.434E+01     2.174E-04
     95.9822     6.937E+01     2.008E-04
     50.2995     5.724E+01     3.161E-04
    136.7399     8.026E+01     1.630E-04
     27.0541     5.429E+01     5.574E-04
     72.2902     7.030E+01     2.701E-04
     52.2069     6.136E+01     3.265E-04
    115.0349     8.379E+01     2.023E-04
     42.8787     5.807E+01     3.762E-04
     43.0394     5.540E+01     3.576E-04
    360.1291     7.541E+01     5.817E-05
     26.1328     5.503E+01     5.849E-04
     61.2874     5.974E+01     2.708E-04
     49.6029     6.303E+01     3.530E-04
     29.2330     5.649E+01     5.368E-04
     35.9318     5.396E+01     4.172E-04
     34.5594     5.271E+01     4.237E-04
     26.6123     5.411E+01     5.648E-04
     46.6408     6.175E+01     3.678E-04
     40.4081     7.002E+01     4.813E-04
     94.9759     7.469E+01     2.185E-04
     21.9665     4.833E+01     6.111E-04
    191.2338     7.253E+01     1.054E-04
     88.3942     6.598E+01     2.073E-04
     68.9179     7.131E+01     2.874E-04
     74.9357     6.085E+01     2.256E-04
     46.5000     5.900E+01     3.525E-04
     40.0753     5.553E+01     3.849E-04
     52.3034     5.942E+01     3.155E-04
     84.6323     6.318E+01     2.074E-04
    387.8477     8.812E+01     6.311E-05
     49.8177     6.032E+01     3.363E-04
     17.3709     5.781E+01     9.245E-04
     67.5346     6.410E+01     2.637E-04
     65.5788     6.738E+01     2.854E-04
     80.9009     6.498E+01     2.231E-04
    128.7113     8.020E+01     1.731E-04
     55.3229     6.186E+01     3.106E-04
     77.1190     7.258E+01     2.614E-04
     82.9125     7.670E+01     2.570E-04
    183.6454     7.236E+01     1.094E-04
     46.9279     5.914E+01     3.501E-04
     38.3027     6.044E+01     4.383E-04
     27.9171     5.509E+01     5.482E-04
     34.0318     5.782E+01     4.719E-04
     45.2480     6.336E+01     3.890E-04
     54.1072     6.625E+01     3.401E-04
     90.0558     6.137E+01     1.893E-04
     22.1782     5.892E+01     7.380E-04
    113.3732     7.887E+01     1.932E-04
     25.5438     5.584E+01     6.073E-04
     72.4043     6.102E+01     2.341E-04
     54.6137     5.924E+01     3.013E-04
     76.4833     6.977E+01     2.534E-04
    113.0781     7.939E+01     1.950E-04
     36.7695     5.769E+01     4.358E-04
     40.4094     6.707E+01     4.610E-04
     69.0280     6.336E+01     2.550E-04
     42.2355     6.028E+01     3.965E-04
    104.8227     8.784E+01     2.328E-04
     28.0475     5.748E+01     5.692E-04
     65.2137     6.133E+01     2.612E-04
     25.0259     5.321E+01     5.906E-04
     28.5673     5.551E+01     5.398E-04
     27.0002     5.451E+01     5.608E-04
     44.2170     5.617E+01     3.528E-04
     25.5915     5.342E+01     5.798E-04
     56.8462     6.009E+01     2.936E-04
